ies,sigla,uf,cidade,campus,curso,grau,turno,grupo,categoria,nota,vagas,inscricoes
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,627.68,1,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,TERAPIA OCUPACIONAL,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,680.3,23,544
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - INGLÊS,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",596.32,10,91
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - INGLÊS,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",625.8,9,105
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - INGLÊS,Licenciatura,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,571.94,1,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - INGLÊS,Licenciatura,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,484.43,2,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - INGLÊS,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,663.7,1,157
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - INGLÊS,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,663.79,1,191
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,LETRAS - INGLÊS,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,665.09,23,303
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",627.35,10,264
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",647.24,9,293
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,588.45,1,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,533.27,2,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,660.55,1,405
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,666.27,1,453
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Cotas (PCD),PCD · qualquer escola,598.31,1,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,PEDAGOGIA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,669.18,23,567
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",587.24,10,83
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",628.13,9,99
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,451.45,1,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,583.61,2,1
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,667.28,1,179
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,668.87,1,219
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Cotas (PCD),PCD · qualquer escola,533.79,1,1
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,669.29,23,292
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",475.19,10,30
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",540.44,9,30
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,623.68,1,80
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,MATEMÁTICA,Licenciatura,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,637.97,1,88
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,MATEMÁTICA,Licenciatura,Vespertino,Ampla Concorrência,Ampla Concorrência,642.08,23,109
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",609.54,9,140
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,605.85,1,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,518.3,2,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,653.56,1,222
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,663.26,1,266
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,670.34,1,6
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,673.42,23,444
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,MEDICINA VETERINÁRIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",591.66,10,121
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,ZOOTECNIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",525.41,10,58
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,ZOOTECNIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",564.85,9,63
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,ZOOTECNIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,491.19,2,1
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,ZOOTECNIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,577.66,1,121
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,ZOOTECNIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,585.65,1,132
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,ZOOTECNIA,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,562.56,1,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Nossa Senhora da Glória,Campus do Sertão,ZOOTECNIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,585.72,23,180
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",613.81,12,288
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",634.31,12,320
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,517.36,1,9
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · renda ≤1 SM,446.51,2,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,459.15,2,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,665.47,1,452
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,670.48,1,515
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Cotas (PCD),PCD · qualquer escola,670.22,1,10
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ADMINISTRAÇÃO,Bacharelado,Noturno,Ampla Concorrência,Ampla Concorrência,672.15,28,782
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",552.3,19,97
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,571.5,2,143
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,578.0,3,169
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,FÍSICA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,581.84,49,233
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,FÍSICA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",509.67,19,86
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",589.04,10,121
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",613.06,9,138
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,521.24,1,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,539.21,2,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,667.58,1,255
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,670.71,1,288
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,619.31,1,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,FARMÁCIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,671.0,23,432
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS DA RELIGIÃO,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",442.26,10,25
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS DA RELIGIÃO,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",529.31,9,38
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS DA RELIGIÃO,Licenciatura,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,479.84,2,2
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS DA RELIGIÃO,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,558.92,1,48
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS DA RELIGIÃO,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,565.87,1,71
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS DA RELIGIÃO,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,566.53,23,104
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA ELETRÔNICA,Bacharelado,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",610.62,9,43
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA ELETRÔNICA,Bacharelado,Matutino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,680.39,1,54
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA ELETRÔNICA,Bacharelado,Matutino,Cotas (Lei 12.711),Escola Pública · qualquer renda,681.95,1,77
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA ELETRÔNICA,Bacharelado,Matutino,Cotas (PCD),PCD · qualquer escola,631.58,1,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA ELETRÔNICA,Bacharelado,Matutino,Ampla Concorrência,Ampla Concorrência,684.72,23,133
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,ENGENHARIA ELETRÔNICA,Bacharelado,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",541.62,10,32
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",668.5,19,248
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",697.41,19,305
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,665.81,1,7
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (Lei 12.711),PCD · renda ≤1 SM,568.36,3,9
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (Lei 12.711),PCD · qualquer renda,607.13,3,12
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,737.28,2,393
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,745.52,3,499
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Cotas (PCD),PCD · qualquer escola,657.24,1,16
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,759.55,49,916
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",602.76,10,150
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Noturno,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",625.78,9,173
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Noturno,Cotas (Lei 12.711),PCD · qualquer renda,584.03,2,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,656.72,1,231
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Noturno,Cotas (Lei 12.711),Escola Pública · qualquer renda,658.68,1,278
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Noturno,Cotas (PCD),PCD · qualquer escola,553.97,1,3
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,HISTÓRIA,Licenciatura,Noturno,Ampla Concorrência,Ampla Concorrência,661.28,23,396
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",662.58,10,165
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",681.89,9,205
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,576.08,1,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · renda ≤1 SM,631.74,2,6
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),PCD · qualquer renda,672.79,2,8
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,726.0,1,299
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (Lei 12.711),Escola Pública · qualquer renda,734.57,1,383
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Cotas (PCD),PCD · qualquer escola,688.4,1,8
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Lagarto,Campus Universitário Prof. Antonio Garcia Filho,ODONTOLOGIA,Bacharelado,Integral,Ampla Concorrência,Ampla Concorrência,742.34,23,686
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS ECONÔMICAS,Bacharelado,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",520.21,10,41
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS ECONÔMICAS,Bacharelado,Vespertino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",573.44,9,47
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS ECONÔMICAS,Bacharelado,Vespertino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,641.0,1,69
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS ECONÔMICAS,Bacharelado,Vespertino,Cotas (Lei 12.711),Escola Pública · qualquer renda,641.43,1,84
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS ECONÔMICAS,Bacharelado,Vespertino,Cotas (PCD),PCD · qualquer escola,608.69,1,4
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,CIÊNCIAS ECONÔMICAS,Bacharelado,Vespertino,Ampla Concorrência,Ampla Concorrência,645.78,23,142
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",598.98,10,311
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · qualquer renda",629.44,9,355
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (Lei 12.711),Quilombola · renda ≤1 SM,547.71,1,9
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (Lei 12.711),PCD · renda ≤1 SM,528.93,2,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (Lei 12.711),PCD · qualquer renda,537.37,2,5
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (Lei 12.711),Escola Pública · renda ≤1 SM,648.43,1,492
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (Lei 12.711),Escola Pública · qualquer renda,651.57,1,583
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Cotas (PCD),PCD · qualquer escola,556.23,1,7
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,São Cristóvão,Unidade SEDE,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,Ampla Concorrência,Ampla Concorrência,656.21,23,853
UNIVERSIDADE FEDERAL DE SERGIPE,UFS,SE,Itabaiana,Campus Universitário Prof Alberto Carvalho,SISTEMAS DE INFORMAÇÃO,Bacharelado,Matutino,Cotas (Lei 12.711),"Pretos, Pardos e Indígenas · renda ≤1 SM",592.21,10,64
